delta,theta,alpha,beta,rms,label
7.460571482008026e-11,1.2971738051971383e-11,2.7557450572503086e-12,4.252027961738193e-12,1.3217137714505848e-05,2
2.2088494068854194e-10,2.6391674130996554e-11,6.745268470943231e-12,7.051410895842856e-12,1.847061248926608e-05,2
1.6009519057220986e-10,1.5675715426711287e-11,3.494386806290996e-12,4.093061922194418e-12,1.553775516727018e-05,2
3.7284155923369517e-10,3.243789390797261e-11,5.840740102529604e-12,5.9132364233810705e-12,2.4081644163146013e-05,2
1.692105694587723e-10,2.9897281550573124e-11,3.9414234943767115e-12,3.3381790057032464e-12,1.698094957478595e-05,1
1.857352066204012e-10,2.1532468798309468e-11,4.696822375750904e-12,6.225618325588119e-12,2.17133243366084e-05,2
1.4548721362385868e-10,1.1787142364487332e-11,3.2915916167976296e-12,2.9225593022727648e-12,1.729940072725478e-05,2
1.335025053846421e-10,2.7293183627846828e-11,4.7165150428466775e-12,3.743794251097178e-12,1.775496613043259e-05,1
1.8937263854535754e-10,1.3492876723888918e-11,4.078426802696804e-12,8.776195192882722e-12,1.6616914165997355e-05,2
3.244995386291929e-10,3.1463631019414966e-11,5.359047903587642e-12,1.1785720490820161e-11,2.324478917234961e-05,2
1.288422734798147e-10,2.7438416829973405e-11,3.6955202948460724e-12,5.192241024711132e-12,1.4885933431022816e-05,2
1.2232493667417265e-10,4.288259151921832e-11,2.822360371127058e-12,3.737881577070883e-12,1.724462385961841e-05,2
1.8777869481822706e-10,2.8034271250252333e-11,2.7311503925753552e-12,2.8164645328568738e-12,1.7403960307375922e-05,2
1.3152164416945055e-10,3.138743891850696e-11,3.951211422088103e-12,4.567934158989628e-12,1.5321910843273602e-05,2
4.227277708000973e-11,2.8828914021626642e-11,2.589223002879775e-12,2.5899628926106317e-12,1.1506006753159783e-05,4
6.500941593873895e-11,2.926019391452423e-11,3.015408401186028e-12,2.3017330715474886e-12,1.1860080297452083e-05,4
3.551364747278447e-11,1.1585353958908892e-11,4.1780479304460234e-12,2.316288596412742e-12,9.196225849066523e-06,4
2.8102569222515603e-11,1.8204461529172188e-11,2.9413895336032062e-12,2.8164522349294226e-12,8.644642290237232e-06,4
5.404037204718269e-11,2.1393343863116758e-11,3.1868360503791217e-12,2.582105774143704e-12,1.0413963927150732e-05,4
3.225024946307329e-11,1.7273512021607822e-11,4.34494303115092e-12,2.4266576109477264e-12,8.580703826049651e-06,4
2.8197839828512648e-11,1.2544030044646818e-11,4.093749695635453e-12,2.454941549148063e-12,8.278194835392817e-06,4
3.511767860524747e-11,1.5090918718946175e-11,3.4112534972784147e-12,3.0300532945404305e-12,8.646814676335295e-06,4
3.807502771652536e-11,1.5574238696832876e-11,4.851732862967663e-12,2.466126396281831e-12,9.139648319576594e-06,4
5.400927829444949e-11,1.0651490667227564e-11,3.624440466731786e-12,2.0467439138466388e-12,1.2445278543232528e-05,4
3.469754359885374e-11,1.2572680835256827e-11,3.7690225264649416e-12,3.1274214164438724e-12,9.160919089168135e-06,4
3.6030482839967104e-11,1.3045815253268264e-11,4.136169872202201e-12,2.4704588499004093e-12,8.733995382367905e-06,4
3.906436700974623e-11,1.1917789553402337e-11,3.951320681395398e-12,2.6795354857647608e-12,9.279010806349524e-06,4
2.6823882819590102e-11,1.16366971940557e-11,4.39232663969182e-12,2.692570395406558e-12,8.065623601930422e-06,4
3.7806230595430957e-11,1.0025422945090036e-11,4.7082916634081244e-12,2.203040575972154e-12,1.041817707140879e-05,4
3.918016884728735e-11,8.949032653163928e-12,3.536431120634802e-12,2.619986088175857e-12,8.926835602304275e-06,4
3.628452089353184e-11,6.321788373425896e-12,2.8967132048122524e-12,2.271827960526012e-12,9.31443309182789e-06,4
3.2027614710964164e-11,1.7789870412990423e-11,4.433979686146059e-12,3.116755453940344e-12,9.50491316720535e-06,4
3.290853512518418e-11,1.3925973603845683e-11,3.016763133399966e-12,2.611055335420422e-12,8.058281468954616e-06,4
3.20577769793772e-11,1.1995229645717731e-11,4.119344382814241e-12,2.6355191467199784e-12,8.274709649152593e-06,4
3.1210349064373395e-11,1.212171774074845e-11,3.561084314244389e-12,2.1401161925021593e-12,7.680753664413722e-06,4
3.32925143187309e-11,1.1542993285206258e-11,3.639439632702198e-12,2.244436766422178e-12,8.659904945911404e-06,4
4.233225097418012e-11,1.1988042193667001e-11,2.5798626565666038e-12,2.54199288800243e-12,8.803213310943626e-06,4
4.299346170464441e-11,1.0048209046015972e-11,4.274616837083042e-12,2.6950978624859392e-12,9.927243615964653e-06,4
3.235880753380917e-11,8.992594996413757e-12,1.9839898017493903e-12,2.3491476080240673e-12,8.476187898180583e-06,4
3.62939673700278e-11,9.947663743601067e-12,2.128599728075469e-12,2.685010035243363e-12,9.269941360102779e-06,4
2.4576341913936277e-11,9.555196038138945e-12,3.4723682856597666e-12,2.370629638670986e-12,7.622046740844129e-06,4
2.4815068974794658e-11,2.7722716371283436e-11,4.675307383111667e-12,4.486652891239474e-12,8.717892950426844e-06,4
7.985775765174518e-11,2.5721295950911045e-11,4.541755122954432e-12,3.081538170573764e-12,1.1795807673465052e-05,4
2.655718116139558e-10,1.5872612715122896e-11,5.761093196409172e-12,1.3726540715534663e-11,2.9980055612669974e-05,2
3.691729982762253e-11,1.702155434346227e-11,8.150870092198831e-12,5.389900339223744e-12,1.5076974817032242e-05,1
4.6919851679360506e-11,1.1419458921462431e-11,2.897738209302697e-12,3.4921816162470396e-12,9.149434079216941e-06,1
4.9153335311446334e-11,9.46965989966588e-12,7.1092437490203676e-12,1.3841946724972932e-11,1.5306432462911455e-05,5
2.3596812368326747e-11,2.0269980183454807e-11,6.830052593596681e-12,3.461357946917603e-12,8.417262448796701e-06,1
2.0119244825540996e-11,1.9871142894243484e-11,6.891735118739462e-12,2.820308428349724e-12,8.266927043967245e-06,1
2.590751080039069e-11,1.1304996350516532e-11,2.6192086650507247e-12,2.863881065303152e-12,7.485551124353589e-06,1
1.0569174814317956e-10,1.0699954736557697e-11,2.805744576661204e-12,3.1537905631676215e-12,1.2620096080110916e-05,1
1.0580899183601641e-10,3.23616072147567e-11,4.5885549164137456e-12,4.241691288649902e-12,1.307472435724235e-05,2
1.1072893002774333e-10,1.5410142484434713e-11,2.725702009504069e-12,3.052908752784837e-12,1.4021396106140313e-05,2
8.076520372449077e-11,1.3406863713051716e-11,2.7054025041745612e-12,4.088357888518875e-12,1.1020573233725498e-05,2
9.623091141852078e-11,1.471316121882032e-11,2.822097371468609e-12,4.458197400248664e-12,1.1786451470951595e-05,2
1.0505666738267738e-10,1.4500231978775361e-11,3.1363179746816107e-12,5.8995853074175265e-12,1.3204970603472507e-05,2
1.0918751799345192e-10,2.3315900201987937e-11,3.991175341915353e-12,4.900000818932391e-12,1.4226929782662377e-05,2
6.317482671889235e-11,7.81776826357206e-12,2.218261598442368e-12,2.5585065626199087e-12,9.508347203231095e-06,2
6.864338202608868e-11,1.2342034898800917e-11,3.617355484626175e-12,5.780674540117576e-12,1.0487222164814789e-05,2
1.1088741431622415e-10,1.0690532744209792e-11,2.9413756556513343e-12,4.698898671473334e-12,1.1844403249711472e-05,2
1.0368740380171631e-10,1.3775485850245866e-11,3.0805974825377897e-12,4.814550182024595e-12,1.1924911614484515e-05,2
1.534322949060292e-10,2.150798602648665e-11,5.2644151486047886e-12,4.7029679778108225e-12,1.7906653143744738e-05,2
1.353312798606414e-10,1.3471137484835733e-11,3.1253750176562313e-12,4.44141845575953e-12,1.3928362671644479e-05,2
8.681406674769881e-11,1.0767204964940797e-11,2.8722837451794443e-12,4.922566575547272e-12,1.2050893632095776e-05,2
8.113811732288539e-11,1.2745698691432457e-11,4.5331317976823986e-12,5.2644548277029744e-12,1.172180105732134e-05,2
1.228260924732592e-10,1.4877401034511446e-11,3.20104609046119e-12,2.955107308174088e-12,1.3164392847222746e-05,2
1.7132556906494196e-10,1.5889997542689885e-11,3.51985828349239e-12,3.66382177460036e-12,1.5478012836964466e-05,2
7.752423759467091e-11,1.489740806816207e-11,3.8691672421099016e-12,6.641558568840274e-12,1.1372214076612921e-05,2
1.1094682605920096e-10,1.2858218119204913e-11,3.1951283722404227e-12,5.325236007742359e-12,1.2796030829479095e-05,2
1.5053794005431602e-10,1.4543674437368883e-11,2.8007381010536792e-12,3.5232858647727063e-12,1.5574232636362086e-05,2
1.998989835913599e-10,1.6818174840929155e-11,3.124239418465862e-12,3.551744717902377e-12,1.7086132929604843e-05,2
1.8751277159796458e-10,2.6334395738332237e-11,5.454283244189476e-12,4.707973167029539e-12,1.6832039595066376e-05,2
2.8354608251093304e-10,2.649153197520005e-11,8.304328634326274e-12,7.656241002278117e-12,2.0430467050869072e-05,2
2.530746774886058e-10,2.500198329504407e-11,4.5274987948682554e-12,4.412322292709054e-12,1.9964604697457083e-05,2
1.592508943422238e-10,1.712538432534435e-11,3.9697986951808316e-12,2.874156298222832e-12,1.828338431795585e-05,2
1.6685992107296201e-10,1.6867575391403e-11,3.812214216578622e-12,5.140092847688651e-12,1.6565942457219906e-05,2
1.0944078349713707e-10,1.4206426732095589e-11,4.01487918136545e-12,7.888397256961955e-12,1.319857096764124e-05,2
9.328837818998093e-11,8.179873285230665e-12,3.567256312968131e-12,6.920123851822219e-12,1.3543264865934223e-05,2
1.0600588287747577e-10,3.0683700831655525e-11,4.4611834320780825e-12,4.0149915865302185e-12,1.553091611856092e-05,2
1.2040291150122378e-10,2.0662656212339106e-11,3.402263846497075e-12,3.3489579296254877e-12,1.4752994115519667e-05,2
8.036342012469619e-11,2.2889943763836844e-11,4.377512728686626e-12,9.633197485992427e-12,1.2656610817107884e-05,1
7.988113284751464e-11,1.1707575267526699e-11,5.65490406158618e-12,6.8752165690647314e-12,1.220488972788986e-05,2
4.88443676819087e-11,1.6011827269574836e-11,4.357048249315354e-12,3.1340751461906434e-12,1.1002470470869059e-05,1
5.529667307670646e-11,9.422901827061438e-12,3.4754163214496488e-12,7.05457876567333e-12,1.1116395382752654e-05,2
1.011018396821633e-10,1.308981443473927e-11,3.112308683381937e-12,8.900982270828231e-12,1.2883950069013943e-05,2
1.4006468589678007e-10,1.6697584496395017e-11,4.0979522779047695e-12,8.816908620003713e-12,1.4449216373449157e-05,2
1.3063010647847155e-10,1.1312125399198176e-11,3.274061620266943e-12,4.037152925184308e-12,1.4194948381891115e-05,2
1.376818793945162e-10,1.1695609380571879e-11,3.5071424091367855e-12,6.429122176774305e-12,1.4576156222747452e-05,2
1.0097123525343957e-10,1.3908495913979685e-11,3.2410936633025623e-12,5.516775192457711e-12,1.2745375956084128e-05,2
1.5037103936680498e-10,1.2013908853369406e-11,3.288822445293235e-12,3.708814419860093e-12,1.5018746063208778e-05,2
1.223007306626129e-10,2.2956777680227173e-11,4.577483155359728e-12,7.53839837677368e-12,1.3580085600581333e-05,2
1.4718912904371618e-10,1.6234595790586086e-11,4.022273487405991e-12,4.713657384862937e-12,1.4673302528937706e-05,2
1.695304749703361e-10,2.4268947213738792e-11,4.559460267367725e-12,5.322466105451836e-12,1.5990551692999303e-05,2
4.823398841959385e-10,2.895135299140988e-11,4.19510886952085e-12,2.7690193927659177e-12,2.8385871062282674e-05,3
1.9333669383291075e-10,1.828472648415421e-11,3.3877091296291267e-12,5.341517462895669e-12,1.6197376406841017e-05,2
1.337372355477761e-10,2.1283399020665218e-11,3.363464407458238e-12,7.23856414242545e-12,1.443052682838395e-05,2
1.2365472006960308e-10,1.60685174881017e-11,4.047201430395981e-12,5.985286376715063e-12,1.3771505004817394e-05,2
2.544402712757562e-10,2.393724581270841e-11,7.414538361274445e-12,5.443278062532421e-12,1.9472775213871258e-05,2
1.245387300692333e-10,1.770763054905237e-11,5.082964390758053e-12,8.016259919920772e-12,1.3799940673393849e-05,2
9.278070023356931e-11,1.5797317675265412e-11,5.245949265515634e-12,7.756320922097267e-12,1.3011235534811852e-05,2
1.828630860381458e-10,2.0631715627723555e-11,5.4935632060065475e-12,5.499907251569614e-12,1.753766004348204e-05,2
1.1733431678085016e-10,1.8584168211579198e-11,3.903449801067598e-12,6.587790020276653e-12,1.4674196403166636e-05,2
1.6326489981214141e-10,2.1000596014389896e-11,5.726883798128732e-12,5.9450576934808365e-12,1.614234216699854e-05,2
1.4064674304549766e-10,2.1611916894040986e-11,5.214323251260387e-12,6.421688382120074e-12,1.566900557536205e-05,2
1.915977972781163e-10,2.0097927905189857e-11,5.2584001546052816e-12,8.429221726448811e-12,1.800758543981718e-05,2
2.2887638310738973e-10,1.8967077190971898e-11,5.489851848373502e-12,5.487647921597869e-12,1.9422110326010844e-05,2
2.052747590917449e-10,2.1304913658397956e-11,5.433380419534374e-12,4.770742145562573e-12,1.9194083799576286e-05,2
3.9200791131772795e-10,3.045057396924613e-11,5.479213945096515e-12,4.548550552832773e-12,2.5284180894222843e-05,3
2.8870596316718e-10,3.213377500354934e-11,3.7888736697958165e-12,5.927475470429362e-12,2.2403056711676264e-05,2
3.9302182654450964e-10,3.768886259387342e-11,7.535289607077683e-12,4.723711488769703e-12,2.5598355848088132e-05,3
2.7205990206312577e-10,2.5324324851721327e-11,4.596967537832612e-12,3.1508369562065157e-12,2.1749904991588594e-05,2
2.9056740135186563e-10,2.6988523663388478e-11,4.33520367799799e-12,4.390185840249432e-12,2.258224204989e-05,3
4.3877037761746187e-10,2.9147743274229133e-11,5.150373359322187e-12,3.977012874760939e-12,2.671957777036653e-05,3
3.171036448821403e-10,3.2888581103698525e-11,8.762348276717193e-12,3.473994784812169e-12,2.2764318577343766e-05,3
3.1118978452122875e-10,2.2651579607464385e-11,4.362715405892021e-12,4.751107427810907e-12,2.3806676155034603e-05,3
3.496259885523225e-10,2.1766873561756433e-11,6.2454796352772885e-12,4.939875085534606e-12,2.4918886081979343e-05,3
2.8653012330165746e-10,2.3040118247150784e-11,6.523343167408177e-12,3.4774121831637297e-12,2.4003190224816852e-05,3
5.910880737693923e-10,2.9323142175770225e-11,5.002925885943443e-12,3.8969415000601e-12,2.9508282787435273e-05,3
5.12781719637894e-10,3.660104315074889e-11,6.921570125522028e-12,5.046088873439378e-12,2.940122200250446e-05,3
4.781514425730946e-10,2.6333927900901152e-11,5.976104876334677e-12,4.738137134625973e-12,3.061407910914006e-05,3
5.952665127609391e-10,3.5626801763797994e-11,1.3449555177694927e-11,1.0043823343518557e-11,3.082547039124077e-05,3
2.152472410195161e-10,1.7827061151818902e-11,3.5240206953079607e-12,2.6706598754563038e-12,2.1496929955230486e-05,2
2.083285538440708e-10,1.8850812080370812e-11,4.359181534983729e-12,9.429765266325003e-12,1.941226276606657e-05,2
1.8539282389203884e-10,2.6339241877276755e-11,4.5926188594810424e-12,4.976781254040926e-12,1.93325934140306e-05,2
2.5772138254906403e-10,2.5985184391110472e-11,5.570024733631894e-12,5.4284784554139406e-12,2.1257554799839462e-05,2
2.1467667653120598e-10,2.2114616042323572e-11,3.913410757720708e-12,4.557734333654768e-12,2.03224777580556e-05,2
2.2659904152898147e-10,2.03533312968133e-11,5.8618041072216146e-12,5.830050633554195e-12,1.9403103741996205e-05,2
2.5295871482818604e-10,1.702683989603212e-11,4.2663801144751e-12,7.364033644817351e-12,2.271390751031769e-05,2
3.9968372522138647e-10,2.77949258020037e-11,4.851632160750422e-12,4.3440905862246776e-12,2.4652519924998942e-05,3
3.871983123817924e-10,3.2149547769825864e-11,5.089655081204293e-12,5.152435865078556e-12,2.6011152859389584e-05,3
3.286786963893384e-10,2.365912569713898e-11,4.945569881231297e-12,5.454250236885809e-12,2.5262784507973774e-05,2
7.38940878217148e-10,2.2930339082907156e-11,5.070944310115413e-12,2.28022824407381e-12,3.207025254384721e-05,3
5.256958622191897e-10,2.8201356510786246e-11,5.246610643013608e-12,4.279913852814101e-12,2.83066541635378e-05,3
3.441464547010146e-10,2.2115528234775762e-11,4.068708219660272e-12,4.131081838402048e-12,2.5080029688549454e-05,3
4.0773296852609587e-10,2.2463172730587758e-11,4.9455120215105e-12,6.030212569759674e-12,2.341373513961923e-05,3
3.9939457061702193e-10,2.222589810898312e-11,4.551759253629977e-12,4.848332804047343e-12,2.397447121165515e-05,3
4.857821233880682e-10,3.082530275442729e-11,5.3831943761107185e-12,5.2469957476789455e-12,2.9693998505288308e-05,3
4.647145877027796e-10,3.330873516442788e-11,6.708022887441156e-12,4.030182979691912e-12,2.8554854456915658e-05,3
5.555843971973966e-10,2.766892615681571e-11,4.892202542826317e-12,4.427773361979114e-12,2.9088915111817758e-05,3
5.878248965804774e-10,2.101462741204626e-11,4.5006279744760574e-12,4.664604415870597e-12,3.296619405306627e-05,3
4.874558427117948e-10,2.2954071087379292e-11,5.873477557613624e-12,3.9311479744155564e-12,2.9019629258338207e-05,3
7.392477548560256e-10,2.9768750093225174e-11,6.43445829561402e-12,3.733586682240716e-12,3.660641818791494e-05,3
6.398236947001032e-10,2.6264734955092114e-11,5.693929740211659e-12,6.270562405998536e-12,3.104809446596691e-05,3
7.599439389256774e-10,3.07405700526801e-11,4.053423029251281e-12,2.5601608444262433e-12,3.568521154377853e-05,3
3.829188426302722e-10,2.0575008029739475e-11,3.518373123555735e-12,3.4157377578747752e-12,2.5640498636532582e-05,3
7.01166929749101e-10,3.405421709449417e-11,1.2539476077430513e-11,2.448859554762452e-11,3.5843373440393235e-05,3
3.655606610953028e-10,3.3479711298870086e-11,6.062101845286438e-12,3.2750932402157234e-12,2.736122533027898e-05,3
3.1806522654507557e-10,2.3696906546106576e-11,3.98100940240188e-12,3.443907765455532e-12,2.3936093711117102e-05,3
1.1654158749423125e-10,2.3842291575061412e-11,3.661401390083718e-12,6.46528455805507e-12,1.4335030301262072e-05,2
2.0197401267858e-10,2.730119112183313e-11,5.3447005211012566e-12,1.2022653238359917e-11,1.782970844599619e-05,2
2.457237343469711e-10,2.950020445648505e-11,5.35000861840109e-12,6.150978970582309e-12,2.150788605650175e-05,2
4.297184751758987e-10,3.6051722607487245e-11,4.666406011338114e-12,4.9963354242823294e-12,2.504958233592619e-05,2
3.3967898771780213e-10,5.0471356939311784e-11,6.089911595551126e-12,5.148513556568411e-12,2.5494682545497477e-05,3
4.282876694632512e-10,6.726111860899164e-11,7.930220890349505e-12,4.62733617168078e-12,2.9490437497380196e-05,3
1.3749716212042844e-10,3.89988322013427e-11,5.8205848879444054e-12,3.6388423901913485e-12,1.745531947840219e-05,2
6.651900901829858e-11,2.968058391562345e-11,3.793352543452266e-12,2.925874660324186e-12,1.2422657450675302e-05,4
4.067817916254467e-11,1.4555047469248346e-11,3.993816377137509e-12,2.530852853808721e-12,9.03085218147775e-06,4
3.590892970726262e-11,1.2213726407621119e-11,2.9939761982814595e-12,2.235327046870023e-12,8.975598253962772e-06,4
4.88857497243768e-11,2.2219312371245547e-11,3.239889489056269e-12,3.023636646491527e-12,1.0315154155051714e-05,4
4.830815807711975e-11,9.237301687522775e-12,2.918531031698767e-12,3.3048202029984786e-12,1.0398934503612364e-05,4
3.439650949971297e-11,1.1889963077460834e-11,6.3652265681597175e-12,3.0484696453186473e-12,9.589920890911593e-06,4
2.962842780582421e-11,1.038389946535899e-11,4.0834345546544555e-12,2.497671084012854e-12,8.077379521892858e-06,4
5.037835613040908e-11,2.483440464411565e-11,4.836535316654008e-12,8.3083060426791e-12,1.0922616859621207e-05,4
2.9290316813158355e-11,2.610375605885771e-11,5.181827283582824e-12,6.058537784404336e-12,8.900479716856463e-06,1
3.496497765135251e-11,2.0900476793399355e-11,4.718760638335209e-12,4.652606021441329e-12,9.15738405123605e-06,4
2.999017363308155e-11,1.475880853936305e-11,4.4761038351375856e-12,3.32130995503579e-12,8.556471098969023e-06,4
3.2057983482706425e-11,1.4150379898069926e-11,3.1326389167902777e-12,2.1031642298016434e-12,8.229525720563483e-06,4
4.468878660499599e-11,1.5902851490198417e-11,2.5912718903912495e-12,2.268884234514036e-12,8.834651981998286e-06,4
3.257095744787583e-11,1.2307674158487197e-11,2.554872770728655e-12,2.2622619132982854e-12,8.694101614061517e-06,4
3.2823755138033424e-11,8.677960481448158e-12,2.6080985498089315e-12,2.0377266296710838e-12,7.839759403840639e-06,4
3.371123936103138e-11,9.81232823189196e-12,3.515518284648732e-12,2.4999257768808732e-12,8.33028443856887e-06,4
2.7789705226571784e-11,9.035500601848444e-12,2.7480018454947736e-12,2.3944829071077176e-12,8.032271272982205e-06,4
3.509262903557776e-11,1.3758196851320003e-11,4.0324536110369295e-12,2.5964936640565383e-12,8.939186516120621e-06,4
3.566417541804705e-11,1.4270983764364507e-11,3.817006107736951e-12,2.9404578978480026e-12,8.633568596977626e-06,4
2.1130123189144174e-11,1.2509264233044315e-11,2.4091373031562567e-12,2.358466768528467e-12,7.063061661939406e-06,4
3.284043289167419e-11,9.034207083595936e-12,2.3305144857092664e-12,2.4538905658968233e-12,8.379393995358492e-06,4
4.489934203046421e-11,1.9285088231759716e-11,4.4940933282284445e-12,2.8901354705338393e-12,9.865715166505777e-06,4
3.46236366001839e-11,1.1292054018117093e-11,3.145707835506511e-12,3.0381078548564386e-12,8.719251461137888e-06,4
8.429061707290877e-11,1.7517810651200303e-11,4.389042722656131e-12,2.7645009895984344e-12,1.3766848319645289e-05,4
3.574470199504149e-11,7.669753323200903e-12,2.952557373993413e-12,2.6983337417148754e-12,9.251379058368897e-06,4
3.884627387329839e-11,8.12916717205176e-12,2.9368162819642544e-12,3.1865844638373593e-12,9.859958919525023e-06,4
1.0345538036218035e-10,1.085874034812838e-11,7.512295169645407e-12,1.1695636848400644e-11,2.624512806819392e-05,5
2.2297516806122524e-11,1.5605058561446697e-11,8.23741447270531e-12,3.4592483572715255e-12,8.160392241904341e-06,1
2.4089617976468098e-11,1.6355991584728936e-11,6.645494742422387e-12,3.756257655285487e-12,8.014162631005664e-06,1
2.3609504465179048e-11,1.3052307407322775e-11,3.8126987636570845e-12,3.70476569994773e-12,7.5125658015772985e-06,1
4.048159167656025e-10,2.0104640527233462e-11,8.757238674103795e-12,1.585963991011787e-11,3.2226038676012316e-05,1
5.916861604661076e-10,3.283081960687694e-11,8.424412818594254e-12,2.2261963123428215e-11,3.582899644447369e-05,5
5.719204174061643e-10,4.441166336143491e-11,6.2340392829322925e-12,1.0964327322886681e-11,3.146162614144477e-05,5
3.552309361052165e-10,2.2486839179645013e-11,3.828139745826757e-12,5.508813612388907e-12,2.9238945172370807e-05,5
3.651570749217426e-10,3.1126032646649675e-11,4.769214645293621e-12,7.179392214942691e-12,2.875851730408644e-05,5
3.8304860704210454e-10,2.1382589866582408e-11,4.80164617727055e-12,1.01141307506005e-11,2.9420623485349554e-05,5
2.807017271491311e-10,1.185794519952995e-11,5.373177469880523e-12,7.05386389520937e-12,3.3816043289317304e-05,5
3.858606779427901e-11,1.5307600529395195e-11,7.167488949207512e-12,3.068918134081442e-12,1.0396658426714377e-05,5
1.7940994480163508e-11,3.075532167941157e-11,1.0915498721810713e-11,3.16410013894053e-12,8.748306551399286e-06,5
2.0006576990125902e-11,2.8935682663783042e-11,8.905843454866733e-12,2.891097611114517e-12,8.587574571767642e-06,5
1.794352149998821e-11,1.8404992802461123e-11,1.0308244521867414e-11,2.9373997669209034e-12,8.389937714061035e-06,5
2.0153335588450322e-11,2.3827615875498752e-11,9.563722921416114e-12,3.119290413922007e-12,8.585450776397637e-06,5
1.7467154443511604e-11,2.338190442674193e-11,9.777321431505737e-12,3.3747965040240343e-12,8.411469350100102e-06,5
2.4726210481248974e-11,1.649962003458987e-11,8.776222878536376e-12,3.101773008997247e-12,8.956729544982094e-06,5
1.6884818697638616e-11,9.253005453277753e-12,6.3834343617298945e-12,2.6260210816527535e-12,6.915469503591021e-06,5
2.1392761333021833e-11,1.3629349032367307e-11,7.847536923737922e-12,3.0899770021135196e-12,7.630270810441004e-06,5
1.992204762692911e-11,1.3120030496441111e-11,5.7130957818045484e-12,2.58024982987942e-12,7.718231533474776e-06,5
2.01066552584233e-11,1.0870956591491384e-11,3.421541514418323e-12,2.8813877502256697e-12,7.122145061875855e-06,1
2.5387110860436977e-11,1.9160569527591066e-11,4.396360185375326e-12,3.738433727671036e-12,8.234301047624945e-06,1
2.5754515834322687e-11,8.260804109066169e-12,5.623355640109157e-12,6.713128960700477e-12,7.492216629317167e-06,1
3.2252625050552324e-11,1.7756994302947754e-11,9.82287873436508e-12,3.104441093486963e-12,9.068149633985951e-06,5
2.3459053608781138e-11,1.0717950043636644e-11,5.662439581364287e-12,2.336322978517426e-12,7.328899894758949e-06,1
2.994891215125489e-11,1.2915613651745524e-11,3.76318750071291e-12,3.289998896837989e-12,7.956060847350992e-06,1
2.796201212432961e-11,9.36306140580484e-12,3.644722503479613e-12,2.6552578077036967e-12,8.140923264500815e-06,1
6.450926390990754e-11,1.3915695035120491e-11,1.852466832247791e-12,2.4979529887651998e-12,1.0211360764307031e-05,1
9.92203334962924e-11,1.7258702040389298e-11,2.570254028580782e-12,2.6099645688159644e-12,1.212276754121153e-05,2
8.77481808143983e-11,1.4776483505455077e-11,5.101588920953047e-12,4.213998985955652e-12,1.245422242961811e-05,2
6.057685193755071e-11,1.2289064905270882e-11,1.8348806960752646e-12,2.6898824561593133e-12,1.0313676979504055e-05,2
1.3630318976184832e-10,1.741138334815608e-11,4.5125065081744574e-12,3.750808604137889e-12,1.4328770562839824e-05,2
5.382552256379991e-11,1.2221784897997273e-11,2.9174527381830103e-12,2.5052435435528884e-12,9.81404449606512e-06,2
1.1486036086937336e-10,8.919850354877084e-12,2.664843765219802e-12,3.770264356920275e-12,1.2855113689428705e-05,2
7.534522430019769e-11,1.68820218488022e-11,3.3281172492249025e-12,4.252262112507871e-12,1.2440635353377609e-05,2
1.1727802093441409e-10,1.5761097564273894e-11,5.470034337496009e-12,7.1455312948968155e-12,1.3724491609841295e-05,2
6.617420270156327e-11,1.3522338223853725e-11,3.3071604869728873e-12,6.8448419783931975e-12,1.0995585538641015e-05,2
1.2667387717649488e-10,1.2623293618172423e-11,2.6556160063741707e-12,4.9423783312112645e-12,1.3273795813179916e-05,2
5.66975551365403e-11,1.4044964304404312e-11,4.022399994465373e-12,2.958432463311867e-12,1.0679410389321847e-05,2
1.0214753288918873e-10,2.544304671152825e-11,3.394892087647701e-12,9.479026022737824e-12,1.4398380517077639e-05,2
9.467877891560726e-11,9.342910392972999e-12,4.569824318623828e-12,8.374339878836806e-12,1.237270518564436e-05,2
8.201911546966517e-11,1.2327203760043847e-11,2.910120383563392e-12,3.884677462078504e-12,1.1643273095651323e-05,2
7.207434398294738e-11,2.106600193854584e-11,2.31235484581198e-12,4.6502162425334164e-12,1.0934583345955044e-05,2
8.138860512609592e-11,1.255643551478418e-11,2.789458448931372e-12,7.861257475536513e-12,1.140761801140173e-05,2
1.6180278617206072e-10,2.4951336083686477e-11,3.0385428999694603e-12,8.776312561220783e-12,1.4713207335193047e-05,2
5.298871027628312e-11,1.1908985799822014e-11,4.085093915978618e-12,7.946234395592416e-12,1.0114244586468041e-05,2
8.96235589937829e-11,1.2537275950158813e-11,3.451952689849156e-12,7.007670528595627e-12,1.2428529435599033e-05,2
8.586797953875961e-11,1.1949985577341283e-11,2.841769493330377e-12,5.122735416722489e-12,1.1926787636284921e-05,2
7.898499590133091e-11,1.2033312108363129e-11,3.5122160567221207e-12,5.1678471466445455e-12,1.1700668990899502e-05,2
8.269465603121475e-11,1.609056034658246e-11,4.409953150375835e-12,9.649194088091647e-12,1.1827073312585158e-05,2
7.318201423627854e-11,1.5491688768963504e-11,3.0352194139549793e-12,7.009492529258984e-12,1.3762954032374086e-05,2
1.1862930711035306e-10,7.935532671549551e-12,1.0213806924846063e-11,1.8336387913194307e-11,2.2830076378922677e-05,5
2.4000302069017282e-11,1.1197284723362108e-11,5.203660360267404e-12,3.4961483064583855e-12,8.265826949871169e-06,5
6.753513050060981e-11,8.681443766276999e-12,2.2973662573109516e-12,2.854149353097707e-12,1.081683058558362e-05,1
